1459496993559318529,FuyaRokuya,2022-02-14_20:11:44,"はじめまして　不夜ロクヤです🦴
カメラがぶっ壊れて活動ができなくなってしまったVtuber(?)
はやくVの姿に戻るためにYouTube始めたよ　
絵と歌とお話を中心に活動予定！
ゴリゴリのロックバンドといにしえのインターネットが… https://t.co/1g47XiBtXm"
1308561516908564485,KIUSAGI_OWL,2022-02-14_20:11:44,"本日2/14(月)このあと21:00から
FF14実況します🦉
#FF14 #光の木兎さん
#Zeromus #GaiaDC
#暁月のフィナーレ 

ご視聴ページ
【ファイナルファンタジー14
〈暁月編〉】#206… https://t.co/JfwwLwC6BG"
298590561,youmu869,2022-02-14_20:11:44,"Vtuberの煙火じゃのめ様より
【歌ってみた】バレンタイン・キッス【煙火じゃのめfeat.墨染黥】
動画作成のご依頼を頂きました！めーっちゃ可愛いので見てね。 https://t.co/Pj2G9Lq5gs"
1164365021058482176,9325YoruKawa,2022-02-14_20:11:44,"RT @Shinazuki_Toya: おはようございます☀
いつもありがとう！

#おはようVtuber #Vtuber
#新人vtuber #VTuberを発掘せよ
#バレンタイン https://t.co/AYuUisdOxG"
751929153633398784,leondsgast,2022-02-14_20:11:44,"RT @suzumura_ten: こちらの魂募集、今日中までです
Vtuber気になってるよ〜って方は
お気軽にお問い合わせください！
#魂募集"
1341823115836477445,VTuberTweeter,2022-02-14_20:11:43,"RT @ryoalbendt: 📢🔴SCHEDULE FROM 02/14 TO 02/20🔴
Mo : Apex at [4PM]
Tu : Apex at [4PM]
We : Lost ark at [9AM] and Valorant at [8PM]
Th : Ape…"
758173502994259968,nomeru73,2022-02-14_20:11:42,"RT @kyubi_tentaka: 【Vtuber推しの方へ】
個人勢・企業勢問わず、お酒紹介や晩酌配信するお酒が好きなVtuberの方をリプで教えて下さい。

【Vtuberの方へ】
個人勢・企業勢問わず、酒蔵とのコラボに興味のある方リプ下さい。

わたし、コラボに本気です。"
887237108,MelodyBurst,2022-02-14_20:11:42,"RT @MelodyBurst: I need a date! Edit or draw me on a date with someone, and I'll show it during the Valentine's stream! See you soon, loveb…"
1483260702471114758,GhostWolfVal,2022-02-14_20:11:42,"RT @TsukuMorihei: Any Vtubers that would allow me to clip them?
I have been looking for some new underappreciated Vtubers to clip!!
#Vtuber…"
1341823115836477445,VTuberTweeter,2022-02-14_20:11:42,"RT @SabishiSasuri: When you forgot about #vtuberprom so you just kinda sit there all alone n your prom dress like...

#Vtuber #ENVtuber #Va…"
